text,label,category
오늘 해야 할 일: 가족과 저녁 식사 함께하기 완수하기,3,관계
챌린지: 새 분야 탐색하기 완료하기,4,자기성장
챌린지: 혼자만의 시간 갖기 완료하기,1,마음챙김
다짐: SNS 댓글 달아주기 완료하기,3,관계
갓생 미션: 업무 시작 30분 전 준비하기 지키기,2,생산성
오늘 해야 할 일: 탄산음료 끊기,0,건강
챌린지: 점심 식사 후 10분 걷기 지키기,0,건강
경제 신문 읽기 시작하기,4,자기성장
저녁 산책 30분,0,건강
하루 한 가지: 넷플릭스 혼자 보지 말고 함께 보기 도전!,3,관계
하루 한 가지: 경청 연습하기 꼭 하기,3,관계
갓생 미션: 부정적 생각 흘려보내기,1,마음챙김
하루 한 가지: 규칙적인 식사 시간 지키기 해내기,0,건강
자기소개서 한 문단 작성 시작하기,4,자기성장
실천항목: 실패 경험에서 배움 찾기,4,자기성장
오늘의 미션: 오늘 업무 계획 세우기 시작하기,2,생산성
걱정 목록 적고 던져버리기,1,마음챙김
목표: 아침 조깅 20분 지키기,0,건강
요가 15분 하기,0,건강
토론 영상 보며 논리 강화,4,자기성장
도전: 필라테스 클래스 참여 해내기,0,건강
갓생 미션: 새 분야 탐색하기,4,자기성장
오늘 해야 할 일: 불필요한 구독 서비스 해지 실천하기,2,생산성
하루 한 가지: 5년 후 목표 설정,4,자기성장
오늘 해야 할 일: 소중한 사람에게 마음 표현 시작하기,3,관계
목표: 책상 정리하기 해내기,2,생산성
실천항목: 이웃에게 인사하기 시작하기,3,관계
목표: 업무 환경 최적화 실천하기,2,생산성
다짐: 충동적 반응 줄이기,1,마음챙김
주변 소리에 귀 기울이기 완료하기,1,마음챙김
물 2리터 마시기,0,건강
도전: 몸의 긴장 풀기,1,마음챙김
다짐: 셀프 케어 시간 갖기 지키기,1,마음챙김
오늘 해야 할 일: 관련 유튜브 영상 시청 완수하기,4,자기성장
오전 골든타임 활용,2,생산성
저나트륨 식단 지키기 시작하기,0,건강
목표: 주 3회 근력 운동 도전!,0,건강
실천항목: 소셜미디어 무음 모드 실천하기,1,마음챙김
실천항목: 멘토에게 연락하기,3,관계
오늘 해야 할 일: 긍정 확언 5가지 말하기 지키기,1,마음챙김
오늘 해야 할 일: 주간 계획 수립,2,생산성
하루 한 가지: 토론 영상 보며 논리 강화,4,자기성장
단백질 식품 챙겨 먹기,0,건강
오늘 해야 할 일: 분노를 표현하기 전에 10초 기다리기 해내기,1,마음챙김
하루 한 가지: 긴 작업 청크로 나누기 실천하기,2,생산성
호흡 명상 실천,1,마음챙김
목표: 회의 시간 효율화 시작하기,2,생산성
실천항목: 감사일기 3줄 쓰기 해내기,1,마음챙김
도전: 포모도로 기법 4세트 실행 시작하기,2,생산성
목표: 금주 하루 실천하기 시작하기,0,건강
목표: 토론 영상 보며 논리 강화 완수하기,4,자기성장
다짐: 가족과 저녁 식사 함께하기 시작하기,3,관계
목표: 슬랙 채널 정리 해내기,2,생산성
실천항목: 과일 하루 한 개 먹기 완료하기,0,건강
목표: 친구의 고민 들어주기 실천하기,3,관계
실천항목: 주간 계획 수립 완료하기,2,생산성
목표: 혼자만의 시간 갖기 완수하기,1,마음챙김
챌린지: 기억하고 싶은 내용 복습 해내기,4,자기성장
도전: 스마트폰 사용 2시간 줄이기 꼭 하기,1,마음챙김
갓생 미션: 몸의 긴장 풀기,1,마음챙김
다짐: 물 2리터 마시기 완수하기,0,건강
다짐: 영어 단어 20개 외우기,4,자기성장
하루 한 가지: 협력 프로젝트 제안 완수하기,3,관계
오늘의 미션: 균형 잡힌 영양소 섭취,0,건강
도전: 손 편지 써서 보내기,3,관계
실천항목: 걱정 목록 적고 던져버리기,1,마음챙김
다짐: 필라테스 클래스 참여 실천하기,0,건강
아침 루틴에 명상 포함,1,마음챙김
오늘 해야 할 일: 오전 골든타임 활용,2,생산성
데스크탑 바탕화면 정리,2,생산성
챌린지: 타인의 관점에서 생각해보기 꼭 하기,3,관계
도전: 가족과 저녁 식사 함께하기 도전!,3,관계
원페이지 보고서 작성,2,생산성
오늘 해야 할 일: 감사일기 3줄 쓰기 꼭 하기,1,마음챙김
오늘 해야 할 일: 할일 목록 우선순위 정리 지키기,2,생산성
건강 검진 예약하기,0,건강
오늘 해야 할 일: 5년 후 목표 설정 시작하기,4,자기성장
책 30페이지 읽기 시작하기,4,자기성장
챌린지: 금주 하루 실천하기 해내기,0,건강
실천항목: 친구에게 먼저 연락하기,3,관계
목표: 새 언어 앱 30분 연습,4,자기성장
불필요한 미팅 줄이기,2,생산성
갓생 미션: 허리 스트레칭 루틴 완수하기,0,건강
도전: 블로그 글 한 편 쓰기 시작하기,4,자기성장
하루 한 가지: 슬랙 채널 정리 실천하기,2,생산성
오늘 해야 할 일: 업무 시작 30분 전 준비하기 꼭 하기,2,생산성
목표: 블로그 글 한 편 쓰기 지키기,4,자기성장
실천항목: 아침 공복 물 한 잔 마시기 꼭 하기,0,건강
투자 공부 시작,4,자기성장
챌린지: 매일 1% 성장 실천 꼭 하기,4,자기성장
오늘 해야 할 일: 하루 1만 보 걷기 도전!,0,건강
오늘의 미션: 반복 작업 체크리스트화 지키기,2,생산성
5년 후 목표 설정,4,자기성장
멀티태스킹 줄이기,2,생산성
멘토링 받기,4,자기성장
오늘의 미션: 물 2리터 마시기 실천하기,0,건강
목표: 새로운 사람과 대화 지키기,3,관계
실천항목: 홈트레이닝 30분 완료하기,0,건강
챌린지: 생일 챙겨주기 실천하기,3,관계
가족 단체 채팅방 활성화 꼭 하기,3,관계
무언가 한 가지에만 집중하기 시작하기,1,마음챙김
도전: 멀티태스킹 줄이기 시작하기,2,생산성
가족과 저녁 식사 함께하기,3,관계
허리 스트레칭 루틴,0,건강
일주일의 감사함 기록,1,마음챙김
중요 연락처 정리,2,생산성
할일 목록 우선순위 정리,2,생산성
갓생 미션: 약점 극복 방법 찾기 완수하기,4,자기성장
챌린지: 멘토링 받기,4,자기성장
오늘 해야 할 일: 집중력 향상 음악 활용 꼭 하기,2,생산성
오늘 해야 할 일: 새 분야 탐색하기,4,자기성장
목표: 자동화 가능한 작업 파악 지키기,2,생산성
목표: 관심 있는 분야 강의 검색 도전!,4,자기성장
목표: 경청 연습하기 완수하기,3,관계
하루 한 가지: 노션 정리하기 시작하기,2,생산성
하루 한 가지: 미루던 일 하나 해결 실천하기,2,생산성
하루 한 가지: 팀원과 점심 함께 완수하기,3,관계
목표: 기억하고 싶은 내용 복습 해내기,4,자기성장
챌린지: 갈등 상황 먼저 해소하기 실천하기,3,관계
갓생 미션: 회의 시간 효율화 실천하기,2,생산성
오늘의 미션: 오늘의 성과 되돌아보기 완수하기,2,생산성
계획한 공부 시간 지키기 지키기,4,자기성장
주변 소리에 귀 기울이기 해내기,1,마음챙김
갓생 미션: SNS 댓글 달아주기 완수하기,3,관계
하루 한 가지: 공감 일기 쓰기 완료하기,3,관계
서로 다른 세대와 대화하기 꼭 하기,3,관계
목표: 근력운동 루틴 완성,0,건강
명상 5분 하기,1,마음챙김
피드백 요청하기,4,자기성장
챌린지: 영어 단어 20개 외우기 완료하기,4,자기성장
건강 검진 예약하기 도전!,0,건강
온라인 코딩 1시간 공부,4,자기성장
필라테스 클래스 참여,0,건강
패스트푸드 줄이기,0,건강
다짐: 마음챙김 산책 하기 지키기,1,마음챙김
오늘 해야 할 일: 긍정 확언 5가지 말하기 해내기,1,마음챙김
미루던 일 하나 해결,2,생산성
업무 시작 30분 전 준비하기,2,생산성
실천항목: 하루 1만 보 걷기 해내기,0,건강
갓생 미션: 오래된 지인에게 안부 묻기 완료하기,3,관계
하루 한 가지: 자신의 감정 이름 붙이기 해내기,1,마음챙김
타인의 관점에서 생각해보기,3,관계
도전: 회의록 정리하기 완료하기,2,생산성
오늘 해야 할 일: 서로 다른 점 이해하고 수용하기 해내기,3,관계
오늘의 미션: 일일 목표 3가지 설정 도전!,2,생산성
반려동물과 시간 보내기,3,관계
도전: 테드 강의 1편 보기 꼭 하기,4,자기성장
오늘의 미션: 새로운 취미 시작 지키기,4,자기성장
오늘 30분 달리기,0,건강
오늘 해야 할 일: 자기 자신에게 친절하게 대하기 꼭 하기,1,마음챙김
강점 목록 작성,4,자기성장
포모도로 기법 4세트 실행,2,생산성
오늘 해야 할 일: 감사 인사 전하기 해내기,3,관계
다짐: 스프레드시트 데이터 정리 꼭 하기,2,생산성
도전: 배드민턴 치기,0,건강
챌린지: 나에게 편지 쓰기 해내기,1,마음챙김
실천항목: 눈 건강을 위해 20분마다 휴식 실천하기,0,건강
갓생 미션: 자료 아카이빙 하기 완료하기,2,생산성
갓생 미션: 업무 시작 30분 전 준비하기 꼭 하기,2,생산성
점심 식사 후 10분 걷기,0,건강
도전: 투자 공부 시작 꼭 하기,4,자기성장
하루 한 가지: 아침 공복 물 한 잔 마시기 실천하기,0,건강
오늘 해야 할 일: 퇴근 전 내일 To-Do 작성,2,생산성
오늘 해야 할 일: 반려동물과 시간 보내기 완수하기,3,관계
현재 순간에 집중하기,1,마음챙김
챌린지: 탄산음료 끊기 시작하기,0,건강
오늘의 미션: 하루 1만 보 걷기 시작하기,0,건강
마음챙김 산책 하기,1,마음챙김
갓생 미션: 빠른 의사결정 연습 꼭 하기,2,생산성
목표: 캔들 켜고 독서하기 해내기,1,마음챙김
갓생 미션: 공감 일기 쓰기 시작하기,3,관계
일일 목표 3가지 설정,2,생산성
목표: 반복 작업 체크리스트화 해내기,2,생산성
후배 지원해주기,3,관계
스마트폰 알림 끄기 완료하기,2,생산성
비교하지 않기 챌린지 시작하기,1,마음챙김
다짐: 서로 다른 세대와 대화하기,3,관계
다짐: 근력운동 루틴 완성 실천하기,0,건강
자전거로 출퇴근하기 완수하기,0,건강
하루 한 가지: 프로젝트 진행 상황 점검 완수하기,2,생산성
다짐: 충분한 식사 시간 확보 완료하기,0,건강
실천항목: 계획한 공부 시간 지키기 완수하기,4,자기성장
챌린지: 수영 1시간 완수하기,0,건강
하루 한 가지: 포트폴리오 업데이트 완수하기,4,자기성장
도전: 배드민턴 치기 실천하기,0,건강
챌린지: 중요한 일 먼저 처리 해내기,2,생산성
오늘 해야 할 일: 후배 지원해주기,3,관계
다짐: 서로 다른 점 이해하고 수용하기 꼭 하기,3,관계
오늘 해야 할 일: 오늘 업무 계획 세우기 완수하기,2,생산성
아침 조깅 20분,0,건강
하루 한 가지: 인상 깊은 책 구절 정리 지키기,4,자기성장
감사일기 3줄 쓰기,1,마음챙김
갓생 미션: 건강 검진 예약하기,0,건강
오늘의 미션: 자원봉사 신청하기 꼭 하기,3,관계
하루 한 가지: 하루 1만 보 걷기 실천하기,0,건강
하루 한 가지: 노션 정리하기,2,생산성
오늘의 미션: 타인의 관점에서 생각해보기 지키기,3,관계
챌린지: 반신욕 20분 즐기기 실천하기,0,건강
도전: 당분 섭취 줄이기 도전!,0,건강
비타민 챙겨 먹기,0,건강
하루 한 가지: 이웃에게 인사하기 지키기,3,관계
업무 환경 최적화,2,생산성
오늘의 미션: 오전 골든타임 활용 꼭 하기,2,생산성
실천항목: 반려동물과 시간 보내기 꼭 하기,3,관계
목표: 기억하고 싶은 내용 복습 꼭 하기,4,자기성장
도전: 책상 정리하기 실천하기,2,생산성
목표: 집중 시간 2시간 확보 도전!,2,생산성
오늘 해야 할 일: 계단 이용하기,0,건강
회의 시간 효율화,2,생산성
오늘 해야 할 일: 배달 앱 대신 직접 요리 도전!,2,생산성
스프레드시트 데이터 정리,2,생산성
도전: 소모임 만들기 완수하기,3,관계
다짐: 걱정 목록 적고 던져버리기,1,마음챙김
오늘 해야 할 일: 생일 챙겨주기,3,관계
두려운 일 하나 도전,4,자기성장
소음 없는 환경에서 식사하기,1,마음챙김
다짐: 지금 이 순간에 감사하기 도전!,1,마음챙김
하루 한 가지: 자연 속에서 10분 보내기 완수하기,1,마음챙김
도전: 넷플릭스 혼자 보지 말고 함께 보기,3,관계
하루 한 가지: 가족 사진 앨범 만들기 도전!,3,관계
다짐: 마음의 짐 내려놓기 도전!,1,마음챙김
스트레스 해소 방법 찾기,1,마음챙김
아침 공복 물 한 잔 마시기,0,건강
목표: 헬스장 1시간 운동 해내기,0,건강
감사 인사 전하기,3,관계
오늘 해야 할 일: 갈등 상황 먼저 해소하기 지키기,3,관계
챌린지: 퇴근 전 내일 To-Do 작성,2,생산성
하루 한 가지: 7시간 숙면 취하기 해내기,0,건강
목표: 감정 일기 작성 완수하기,1,마음챙김
인상 깊은 책 구절 정리,4,자기성장
갓생 미션: 분노를 표현하기 전에 10초 기다리기 완수하기,1,마음챙김
도전: 생일 챙겨주기 시작하기,3,관계
챌린지: 걱정 목록 적고 던져버리기,1,마음챙김
오늘의 미션: 자격증 공부 시작 시작하기,4,자기성장
실천항목: 소중한 사람에게 마음 표현 완수하기,3,관계
소중한 사람에게 마음 표현 지키기,3,관계
도전: 주간 계획 수립 지키기,2,생산성
챌린지: 서로 다른 점 이해하고 수용하기 완료하기,3,관계
하루 한 가지: 협력 프로젝트 제안 완료하기,3,관계
지금 이 순간에 감사하기 도전!,1,마음챙김
갓생 미션: 아침 루틴에 명상 포함 꼭 하기,1,마음챙김
도전: 커뮤니티 활동 참여 지키기,3,관계
다짐: 공감 일기 쓰기 완수하기,3,관계
도전: 비판 대신 관찰하기 해내기,1,마음챙김
도전: 자신의 감정 이름 붙이기 시작하기,1,마음챙김
다짐: 아침 조깅 20분 완료하기,0,건강
새 기술 데모 만들기,4,자기성장
갓생 미션: 일일 목표 3가지 설정 실천하기,2,생산성
목표: 친구의 고민 들어주기 도전!,3,관계
오늘의 미션: 불필요한 미팅 줄이기 완료하기,2,생산성
과일 하루 한 개 먹기,0,건강
실천항목: 오늘 하루 잘한 일 3가지 떠올리기 꼭 하기,1,마음챙김
하루 한 가지: 회의 시간 효율화 완수하기,2,생산성
하루 한 가지: 빠른 의사결정 연습,2,생산성
챌린지: 요가 15분 하기 꼭 하기,0,건강
오늘 해야 할 일: 오늘 배운 것 노트에 기록 실천하기,4,자기성장
도전: 스마트폰 알림 끄기 해내기,2,생산성
실천항목: 서로 다른 점 이해하고 수용하기 도전!,3,관계
오늘 해야 할 일: 새 기술 데모 만들기 꼭 하기,4,자기성장
파트너와 데이트하기,3,관계
스트레칭 10분 하기,0,건강
하루 한 가지: 스트레스 해소 방법 찾기,1,마음챙김
갓생 미션: 자원봉사 신청하기 완료하기,3,관계
자격증 공부 시작,4,자기성장
다짐: 당분 섭취 줄이기 해내기,0,건강
도전: 수영 1시간 실천하기,0,건강
목표: 오늘 하루 잘한 일 3가지 떠올리기 지키기,1,마음챙김
오늘 해야 할 일: 집중력 향상 음악 활용 도전!,2,생산성
챌린지: 새로운 취미 시작 도전!,4,자기성장
하루 한 가지: 약속 잡기,3,관계
실천항목: 느리게 걷기 연습 지키기,1,마음챙김
오늘의 미션: 디지털 파일 정리 해내기,2,생산성
실천항목: 새 기술 데모 만들기 꼭 하기,4,자기성장
독서 모임 참가,4,자기성장
오늘 해야 할 일: 가족 사진 앨범 만들기 지키기,3,관계
도전: 파트너와 데이트하기 완수하기,3,관계
챌린지: 부정적 생각 흘려보내기 시작하기,1,마음챙김
비교하지 않기 챌린지,1,마음챙김
목표: 스트레칭 10분 하기 시작하기,0,건강
도전: 협력 프로젝트 제안 실천하기,3,관계
목표: 캔들 켜고 독서하기 도전!,1,마음챙김
하루 한 가지: 자기계발 책 구매 해내기,4,자기성장
두려운 일 하나 도전 지키기,4,자기성장
목표: 동료에게 칭찬 한 마디 완수하기,3,관계
오늘의 미션: 앱으로 칼로리 기록하기 완료하기,0,건강
갓생 미션: 아침 공복 물 한 잔 마시기 도전!,0,건강
목표: 주 3회 근력 운동 완료하기,0,건강
도전: 중요한 일 먼저 처리,2,생산성
계단 이용하기,0,건강
목표: 무언가 한 가지에만 집중하기,1,마음챙김
실천항목: 서로 다른 세대와 대화하기 꼭 하기,3,관계
오늘의 미션: 유용한 정보 공유 꼭 하기,4,자기성장
챌린지: 배달 앱 대신 직접 요리 시작하기,2,생산성
챌린지: 함께 요리하기,3,관계
다짐: 비교하지 않기 챌린지 완수하기,1,마음챙김
갓생 미션: 복잡한 생각 정리하기 해내기,1,마음챙김
오늘의 미션: 멘토링 받기,4,자기성장
앱으로 칼로리 기록하기,0,건강
도전: 규칙적인 식사 시간 지키기 해내기,0,건강
커뮤니티 활동 참여,3,관계
도전: 점심 식사 후 10분 걷기 실천하기,0,건강
오늘의 미션: 부모님께 전화하기 완료하기,3,관계
탄산음료 끊기,0,건강
챌린지: 비판 대신 공감하기,3,관계
목표: 스마트폰 사용 2시간 줄이기 실천하기,1,마음챙김
목표: 요가 15분 하기,0,건강
다짐: 복잡한 생각 정리하기,1,마음챙김
목표: 부모님께 전화하기 완수하기,3,관계
홈트레이닝 30분,0,건강
하루 한 가지: 아침 조깅 20분 실천하기,0,건강
관심 있는 분야 강의 검색,4,자기성장
하루 한 가지: SNS 사용 시간 제한 설정,2,생산성
오늘 해야 할 일: 마음의 짐 내려놓기 완료하기,1,마음챙김
충분한 식사 시간 확보,0,건강
감정 일기 작성,1,마음챙김
챌린지: 감사일기 3줄 쓰기 시작하기,1,마음챙김
오늘 업무 계획 세우기,2,생산성
오늘 해야 할 일: 투자 공부 시작,4,자기성장
실천항목: 자동화 가능한 작업 파악 실천하기,2,생산성
오늘의 미션: 과일 하루 한 개 먹기 꼭 하기,0,건강
오늘의 미션: 관련 유튜브 영상 시청 시작하기,4,자기성장
챌린지: 피드백 요청하기 지키기,4,자기성장
다짐: 프로젝트 진행 상황 점검,2,생산성
오늘 해야 할 일: 데스크탑 바탕화면 정리 꼭 하기,2,생산성
동료에게 칭찬 한 마디,3,관계
함께 요리하기,3,관계
갓생 미션: 이웃에게 인사하기 꼭 하기,3,관계
챌린지: 눈 건강을 위해 20분마다 휴식 시작하기,0,건강
실천항목: 과일 하루 한 개 먹기 실천하기,0,건강
갓생 미션: 이메일 받은편지함 정리 완수하기,2,생산성
챌린지: 소모임 만들기 실천하기,3,관계
7시간 숙면 취하기,0,건강
빠른 의사결정 연습,2,생산성
실천항목: 갈등 중인 관계 먼저 화해 도전!,3,관계
노션 정리하기,2,생산성
오늘의 미션: 협력 프로젝트 제안 도전!,3,관계
도전: 후배 지원해주기,3,관계
하루 한 가지: 저나트륨 식단 지키기 지키기,0,건강
갓생 미션: 데스크탑 바탕화면 정리 완료하기,2,생산성
오늘의 미션: 걱정 목록 적고 던져버리기 해내기,1,마음챙김
하루 한 가지: 호흡 명상 실천 시작하기,1,마음챙김
챌린지: 생산성 앱 세팅 완료하기,2,생산성
다짐: 채소 위주 식사하기 해내기,0,건강
목표: 충동적 반응 줄이기 완수하기,1,마음챙김
도전: 균형 잡힌 영양소 섭취,0,건강
저나트륨 식단 지키기,0,건강
챌린지: 오늘 30분 달리기 완수하기,0,건강
하루 한 가지: 인상 깊은 책 구절 정리 완료하기,4,자기성장
소모임 만들기,3,관계
관련 유튜브 영상 시청,4,자기성장
갓생 미션: 자연 속에서 10분 보내기 실천하기,1,마음챙김
목표: 자기소개서 한 문단 작성 완료하기,4,자기성장
하루 한 가지: 마음의 짐 내려놓기 실천하기,1,마음챙김
친구와 함께 운동,3,관계
이웃에게 인사하기,3,관계
챌린지: 스터디 그룹 참여 지키기,4,자기성장
실천항목: 마음챙김 산책 하기 실천하기,1,마음챙김
완벽주의 내려놓기,1,마음챙김
다짐: 기억하고 싶은 내용 복습 해내기,4,자기성장
오늘 해야 할 일: 긍정 확언 5가지 말하기 도전!,1,마음챙김
오늘의 미션: 패스트푸드 줄이기 도전!,0,건강
눈 건강을 위해 20분마다 휴식,0,건강
도전: 테드 강의 1편 보기 해내기,4,자기성장
집중력 향상 음악 활용 완료하기,2,생산성
갓생 미션: 감사 인사 전하기 완료하기,3,관계
오늘 해야 할 일: 슬랙 채널 정리 완료하기,2,생산성
채소 위주 식사하기 실천하기,0,건강
실천항목: 약속 잡기 완수하기,3,관계
무언가 한 가지에만 집중하기,1,마음챙김
기억하고 싶은 내용 복습,4,자기성장
금주 하루 실천하기,0,건강
도전: 이메일 받은편지함 정리 완료하기,2,생산성
오늘의 미션: 생산성 앱 세팅 완수하기,2,생산성
하루 한 가지: 스트레스 해소 방법 찾기 지키기,1,마음챙김
챌린지: 새로운 취미 시작,4,자기성장
실천항목: 좋아하는 음악 듣기 완료하기,1,마음챙김
하루 한 가지: 헬스장 1시간 운동 실천하기,0,건강
친구에게 먼저 연락하기,3,관계
갓생 미션: 저녁 산책 30분 완료하기,0,건강
실천항목: 테드 강의 1편 보기 완수하기,4,자기성장
하루 한 가지: 매일 1% 성장 실천,4,자기성장
자신의 감정 이름 붙이기,1,마음챙김
오늘 해야 할 일: 미루던 일 하나 해결 실천하기,2,생산성
다짐: 생일 챙겨주기 해내기,3,관계
도전: 매일 1% 성장 실천 꼭 하기,4,자기성장
갓생 미션: 비판 대신 공감하기 실천하기,3,관계
